Country,Country Code,Indicator,Indicator Code,Year,Value
Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,2020,1.08181E+13
Early-demographic dividend,EAR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2020,69.88013085
Early-demographic dividend,EAR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2020,2.963549921
Early-demographic dividend,EAR,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2020,-11.89885776
Early-demographic dividend,EAR,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2020,-13.00688044
East Asia & Pacific,EAS,"Population, total",SP.POP.TOTL,2020,2369420882
East Asia & Pacific,EAS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2020,-0.090665175
East Asia & Pacific,EAS,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,11697.51568
East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,2020,2.77163E+13
East Asia & Pacific,EAS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2020,76.54339469
East Asia & Pacific,EAS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2020,0.846900735
East Asia & Pacific,EAS,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2020,
East Asia & Pacific,EAS,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2020,
East Asia & Pacific (excluding high income),EAP,"Population, total",SP.POP.TOTL,2020,2121866294
East Asia & Pacific (excluding high income),EAP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2020,1.343408566
East Asia & Pacific (excluding high income),EAP,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,8391.238983
East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,2020,1.78051E+13
East Asia & Pacific (excluding high income),EAP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2020,75.69763933
East Asia & Pacific (excluding high income),EAP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2020,2.406292144
East Asia & Pacific (excluding high income),EAP,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2020,
East Asia & Pacific (excluding high income),EAP,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2020,
East Asia & Pacific (IDA & IBRD countries),TEA,"Population, total",SP.POP.TOTL,2020,2095759417
East Asia & Pacific (IDA & IBRD countries),TEA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2020,1.343292024
East Asia & Pacific (IDA & IBRD countries),TEA,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,8485.289481
East Asia & Pacific (IDA & IBRD countries),TEA,GDP (current US$),NY.GDP.MKTP.CD,2020,1.77831E+13
East Asia & Pacific (IDA & IBRD countries),TEA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2020,75.73384971
East Asia & Pacific (IDA & IBRD countries),TEA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2020,2.393162393
East Asia & Pacific (IDA & IBRD countries),TEA,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2020,
East Asia & Pacific (IDA & IBRD countries),TEA,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2020,
Ecuador,ECU,"Population, total",SP.POP.TOTL,2020,17546065
Ecuador,ECU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2020,-9.245096192
Ecuador,ECU,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,5463.645153
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,2020,95865473000
Ecuador,ECU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2020,72.004
Ecuador,ECU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2020,-0.338872393
Ecuador,ECU,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2020,-3.905380615
Ecuador,ECU,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2020,-18.28177167
"Egypt, Arab Rep.",EGY,"Population, total",SP.POP.TOTL,2020,109315124
"Egypt, Arab Rep.",EGY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2020,3.550164839
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,3511.11381
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,2020,3.83818E+11
"Egypt, Arab Rep.",EGY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2020,69.79
"Egypt, Arab Rep.",EGY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2020,5.04493289
"Egypt, Arab Rep.",EGY,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2020,-23.65912647
"Egypt, Arab Rep.",EGY,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2020,-18.72430047
El Salvador,SLV,"Population, total",SP.POP.TOTL,2020,6234673
El Salvador,SLV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2020,-7.89310136
El Salvador,SLV,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,3997.192796
El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,2020,24921190000
El Salvador,SLV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2020,70.244
El Salvador,SLV,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2020,-0.371590212
El Salvador,SLV,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2020,-24.06920558
El Salvador,SLV,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2020,-14.4274201
Equatorial Guinea,GNQ,"Population, total",SP.POP.TOTL,2020,1716468
Equatorial Guinea,GNQ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2020,-4.791080834
Equatorial Guinea,GNQ,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,5764.055029
Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,2020,9893816008
Equatorial Guinea,GNQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2020,62.141
Equatorial Guinea,GNQ,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2020,4.766695239
Equatorial Guinea,GNQ,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2020,-8.12426704
Equatorial Guinea,GNQ,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2020,-22.06513974
Eritrea,ERI,"Population, total",SP.POP.TOTL,2020,3291271
Eritrea,ERI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2020,
Eritrea,ERI,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,
Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,2020,
Eritrea,ERI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2020,66.98
Eritrea,ERI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2020,
Eritrea,ERI,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2020,
Eritrea,ERI,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2020,
Estonia,EST,"Population, total",SP.POP.TOTL,2020,1329522
Estonia,EST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2020,-2.883807515
Estonia,EST,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,23933.99394
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,2020,31820771494
Estonia,EST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2020,78.59512195
Estonia,EST,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2020,-0.444531098
Estonia,EST,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2020,-4.117140116
Estonia,EST,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2020,0.839436477
Eswatini,SWZ,"Population, total",SP.POP.TOTL,2020,1192729
Eswatini,SWZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2020,-2.951834534
Eswatini,SWZ,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,3466.569363
Eswatini,SWZ,GDP (current US$),NY.GDP.MKTP.CD,2020,4134677810
Eswatini,SWZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2020,59.862
Eswatini,SWZ,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2020,
Eswatini,SWZ,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2020,-5.153745428
Eswatini,SWZ,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2020,-5.30938717
Ethiopia,ETH,"Population, total",SP.POP.TOTL,2020,118917671
Ethiopia,ETH,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2020,6.059530892
Ethiopia,ETH,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,829.7909826
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,2020,98676811062
Ethiopia,ETH,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2020,65.969
Ethiopia,ETH,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2020,20.35634686
Ethiopia,ETH,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2020,-5.398958956
Ethiopia,ETH,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2020,-1.988954861
Euro area,EMU,"Population, total",SP.POP.TOTL,2020,353536838
Euro area,EMU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2020,-6.043749158
Euro area,EMU,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,37727.45431
Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,2020,1.3338E+13
Euro area,EMU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2020,81.33669278
Euro area,EMU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2020,0.219064905
Euro area,EMU,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2020,-8.607922524
Euro area,EMU,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2020,-8.035305329
Europe & Central Asia,ECS,"Population, total",SP.POP.TOTL,2020,923660463
Europe & Central Asia,ECS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2020,-5.375849349
Europe & Central Asia,ECS,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,24187.24518
Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,2020,2.23408E+13
Europe & Central Asia,ECS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2020,77.17547691
Europe & Central Asia,ECS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2020,1.199983969
Europe & Central Asia,ECS,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2020,-8.412757081
Europe & Central Asia,ECS,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2020,-8.072683152
Europe & Central Asia (excluding high income),ECA,"Population, total",SP.POP.TOTL,2020,250351240
Europe & Central Asia (excluding high income),ECA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2020,0.29079641
Europe & Central Asia (excluding high income),ECA,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,5734.461913
Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,2020,1.43563E+12
Europe & Central Asia (excluding high income),ECA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2020,73.55368687
Europe & Central Asia (excluding high income),ECA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2020,2.746150782
Europe & Central Asia (excluding high income),ECA,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2020,-14.04480466
Europe & Central Asia (excluding high income),ECA,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2020,-2.392334628
Europe & Central Asia (IDA & IBRD countries),TEC,"Population, total",SP.POP.TOTL,2020,462842288
Europe & Central Asia (IDA & IBRD countries),TEC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2020,-1.445097521
Europe & Central Asia (IDA & IBRD countries),TEC,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,8455.784535
Europe & Central Asia (IDA & IBRD countries),TEC,GDP (current US$),NY.GDP.MKTP.CD,2020,3.91369E+12
Europe & Central Asia (IDA & IBRD countries),TEC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2020,73.14925125
Europe & Central Asia (IDA & IBRD countries),TEC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2020,2.732492094
Europe & Central Asia (IDA & IBRD countries),TEC,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2020,-7.46861128
Europe & Central Asia (IDA & IBRD countries),TEC,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2020,-4.935701002
European Union,EUU,"Population, total",SP.POP.TOTL,2020,446870959
European Union,EUU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2020,-5.578881221
European Union,EUU,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,34694.7105
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,2020,1.55041E+13
European Union,EUU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2020,80.44147547
European Union,EUU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2020,0.476498853
European Union,EUU,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2020,-8.093368863
European Union,EUU,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2020,-7.519917674
Faroe Islands,FRO,"Population, total",SP.POP.TOTL,2020,52561
Faroe Islands,FRO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2020,-1.63732118
Faroe Islands,FRO,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,62247.92739
Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,2020,3271813312
Faroe Islands,FRO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2020,82.53419268
Faroe Islands,FRO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2020,
Faroe Islands,FRO,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2020,
Faroe Islands,FRO,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2020,
Fiji,FJI,"Population, total",SP.POP.TOTL,2020,914963
Fiji,FJI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2020,-17.18353526
Fiji,FJI,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,4620.645724
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,2020,4227719873
Fiji,FJI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2020,66.924
Fiji,FJI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2020,-1.700141678
Fiji,FJI,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2020,
Fiji,FJI,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2020,
Finland,FIN,"Population, total",SP.POP.TOTL,2020,5529543
Finland,FIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2020,-2.491036055
Finland,FIN,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,48828.68469
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,2020,2.7E+11
Finland,FIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2020,81.93170732
Finland,FIN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2020,0.290554556
Finland,FIN,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2020,-8.501082684
Finland,FIN,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2020,-6.120156704
France,FRA,"Population, total",SP.POP.TOTL,2020,67601110
France,FRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2020,-7.440645899
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,39169.8606
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,2020,2.64793E+12
France,FRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2020,82.17560976
France,FRA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2020,0.476498853
France,FRA,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2020,-16.57196872
France,FRA,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2020,-12.23792493
French Polynesia,PYF,"Population, total",SP.POP.TOTL,2020,279209
French Polynesia,PYF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2020,-10.57381386
French Polynesia,PYF,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,19966.48385
French Polynesia,PYF,GDP (current US$),NY.GDP.MKTP.CD,2020,5574821989
French Polynesia,PYF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2020,82.459
French Polynesia,PYF,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2020,
French Polynesia,PYF,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2020,
French Polynesia,PYF,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2020,
Gabon,GAB,"Population, total",SP.POP.TOTL,2020,2322539
Gabon,GAB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2020,-1.837761064
Gabon,GAB,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,6605.803461
Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,2020,15342236164
Gabon,GAB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2020,67.073
Gabon,GAB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2020,1.352761107
Gabon,GAB,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2020,10.0334922
Gabon,GAB,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2020,-6.010915823
"Gambia, The",GMB,"Population, total",SP.POP.TOTL,2020,2515733
"Gambia, The",GMB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2020,0.591487288
"Gambia, The",GMB,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,720.3351434
"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,2020,1812170891
"Gambia, The",GMB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2020,64.418
"Gambia, The",GMB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2020,5.931276366
"Gambia, The",GMB,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2020,-49.93906434
"Gambia, The",GMB,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2020,12.21792908
Georgia,GEO,"Population, total",SP.POP.TOTL,2020,3722716
Georgia,GEO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2020,-6.290471785
Georgia,GEO,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,4300.857013
Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,2020,16010869216
Georgia,GEO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2020,73.509
Georgia,GEO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2020,5.20246489
Georgia,GEO,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2020,-37.55219369
Georgia,GEO,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2020,-16.64533854
Germany,DEU,"Population, total",SP.POP.TOTL,2020,83160871
Germany,DEU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2020,-4.131914432
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,47394.87345
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,2020,3.9414E+12
Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2020,81.04146341
Germany,DEU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2020,0.144877926
Germany,DEU,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2020,-9.485879676
Germany,DEU,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2020,-8.138894267
Ghana,GHA,"Population, total",SP.POP.TOTL,2020,31887809
Ghana,GHA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2020,0.513941671
Ghana,GHA,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,2195.454817
Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,2020,70008243860
Ghana,GHA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2020,64.309
Ghana,GHA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2020,9.887289563
Ghana,GHA,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2020,-12.78972366
Ghana,GHA,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2020,-8.781272567
Gibraltar,GIB,"Population, total",SP.POP.TOTL,2020,36173
Gibraltar,GIB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2020,
Gibraltar,GIB,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,
Gibraltar,GIB,GDP (current US$),NY.GDP.MKTP.CD,2020,
Gibraltar,GIB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2020,83.07
Gibraltar,GIB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2020,
Gibraltar,GIB,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2020,
Gibraltar,GIB,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2020,
Greece,GRC,"Population, total",SP.POP.TOTL,2020,10698599
Greece,GRC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2020,-9.196231497
Greece,GRC,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,17886.73317
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,2020,1.91363E+11
Greece,GRC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2020,81.28780488
Greece,GRC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2020,-1.247983556
Greece,GRC,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2020,-21.51805003
Greece,GRC,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2020,-7.295482545
Greenland,GRL,"Population, total",SP.POP.TOTL,2020,56367
Greenland,GRL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2020,0.250789762
Greenland,GRL,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,54812.66618
Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,2020,3089625554
Greenland,GRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2020,71.28585366
Greenland,GRL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2020,
Greenland,GRL,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2020,-3.985642018
Greenland,GRL,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2020,-2.088144931
Grenada,GRD,"Population, total",SP.POP.TOTL,2020,116341
Grenada,GRD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2020,-13.75662226
Grenada,GRD,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,8968.558901
Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,2020,1043411111
Grenada,GRD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2020,75.019
Grenada,GRD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2020,-0.740732597
Grenada,GRD,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2020,
Grenada,GRD,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2020,
Guam,GUM,"Population, total",SP.POP.TOTL,2020,162158
Guam,GUM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2020,-10.51885957
Guam,GUM,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,36482.9364
Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,2020,5916000000
Guam,GUM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2020,75.529
Guam,GUM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2020,
Guam,GUM,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2020,-73.74260355
Guam,GUM,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2020,-2.276657061
Guatemala,GTM,"Population, total",SP.POP.TOTL,2020,17357325
Guatemala,GTM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2020,-1.785551176
Guatemala,GTM,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,4477.61785
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,2020,77719468248
Guatemala,GTM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2020,69.971
Guatemala,GTM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2020,3.214440622
Guatemala,GTM,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2020,-7.525712155
Guatemala,GTM,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2020,-5.768952433
Guinea,GIN,"Population, total",SP.POP.TOTL,2020,13371183
Guinea,GIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2020,4.704590961
Guinea,GIN,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,1053.660977
Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,2020,14088693743
Guinea,GIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2020,59.35
Guinea,GIN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2020,10.60162034
Guinea,GIN,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2020,53.17237959
Guinea,GIN,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2020,73.51786398
Guinea-Bissau,GNB,"Population, total",SP.POP.TOTL,2020,2013255
Guinea-Bissau,GNB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2020,2.891499798
Guinea-Bissau,GNB,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,846.918135
Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,2020,1705062170
Guinea-Bissau,GNB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2020,61.343
Guinea-Bissau,GNB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2020,1.140009394
Guinea-Bissau,GNB,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2020,-11.95560738
Guinea-Bissau,GNB,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2020,-10.89711898
Guyana,GUY,"Population, total",SP.POP.TOTL,2020,807481
Guyana,GUY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2020,43.47965172
Guyana,GUY,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,6775.709391
Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,2020,5471256595
Guyana,GUY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2020,67.751
Guyana,GUY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2020,0.722434046
Guyana,GUY,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2020,
Guyana,GUY,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2020,
Haiti,HTI,"Population, total",SP.POP.TOTL,2020,11243848
Haiti,HTI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2020,-3.30550547
Haiti,HTI,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,1290.325387
Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,2020,14508222518
